lab_1	387	166.5	1	turtles
lab_1	387	202.5	1	twix
lab_1	387	94.5	1	tootsie-rolls
lab_1	387	130.5	1	turkish-delight
lab_1	387	22.5	1	three-musketeers
lab_1	387	58.5	1	toblerone
lab_1	342	166.5	1	squirrel-nut-zippers
lab_1	342	202.5	1	sprees
lab_1	342	94.5	1	sweethearts
lab_1	342	130.5	1	starburst
lab_1	342	22.5	1	take-5
lab_1	342	58.5	1	sweettarts
lab_1	315	166.5	1	
lab_1	315	202.5	1	
lab_1	315	94.5	1	
lab_1	315	130.5	1	
lab_1	315	22.5	1	
lab_1	315	58.5	1	
lab_1	270	166.5	1	seafoam
lab_1	270	202.5	1	salta-katten
lab_1	270	94.5	1	smarties
lab_1	270	130.5	1	skittles
lab_1	270	22.5	1	sour-patch-kids
lab_1	270	58.5	1	snickers
lab_1	243	166.5	1	rollos
lab_1	243	202.5	1	salt-water-taffy
lab_1	243	94.5	1	ring-pops
lab_1	243	130.5	1	ritter-sport
lab_1	243	22.5	1	reeses-peanut-butter-cups
lab_1	243	58.5	1	riesen-chocolate-chews
lab_1	166.5	63	0	pocky
lab_1	166.5	90	0	pez
lab_1	130.5	63	0	pop-rocks
lab_1	94.5	63	0	pulparindo
lab_1	58.5	63	0	raisinets
lab_1	22.5	63	0	razzles
lab_1	130.5	90	0	peeps
lab_1	94.5	90	0	peanut-mms
lab_1	58.5	90	0	payday
lab_1	22.5	90	0	oh-henry
lab_1	166.5	135	0	mounds
lab_1	166.5	162	0	milky-way
lab_1	130.5	135	0	mr-goodbar
lab_1	94.5	135	0	necco-wafers
lab_1	58.5	135	0	nerds
lab_1	22.5	135	0	now-n-laters
lab_1	130.5	162	0	milk-duds
lab_1	94.5	162	0	mike-n-ike
lab_1	58.5	162	0	mentos
lab_1	22.5	162	0	mary-jane
lab_1	166.5	207	0	lemonheads
lab_1	166.5	234	0	lemon-drops
lab_1	130.5	207	0	lifesavers
lab_1	94.5	207	0	lindt-truffles
lab_1	58.5	207	0	marathon-bar
lab_1	22.5	207	0	mars
lab_1	130.5	234	0	laffy-taffy
lab_1	94.5	234	0	krackel
lab_1	58.5	234	0	kit-kat
lab_1	22.5	234	0	junior-mints
lab_1	166.5	279	0	hot-tamales
lab_1	166.5	306	0	hersheys-kisses
lab_1	130.5	279	0	hundred-grand
lab_1	94.5	279	0	jelly-belly
lab_1	58.5	279	0	jolly-ranchers
lab_1	22.5	279	0	jujyfruits
lab_1	130.5	306	0	heath
lab_1	94.5	306	0	gummi-bears
lab_1	58.5	306	0	fun-dip
lab_1	22.5	306	0	fast-break
lab_1	166.5	351	0	dots
lab_1	130.5	351	0	dubble-bubble
lab_1	94.5	351	0	dum-dums
lab_1	58.5	351	0	everlasting-gobstoppers
lab_1	166.5	378	0	crunch
lab_1	130.5	378	0	clark-bar
lab_1	94.5	378	0	chunky
lab_1	58.5	378	0	chick-o-stick
lab_1	166.5	423	0	candy-buttons
lab_1	130.5	423	0	candy-corn
lab_1	94.5	423	0	caramello
lab_1	58.5	423	0	cherry-sours
lab_1	166.5	450	0	cadbury-cream-eggs
lab_1	130.5	450	0	butterfinger
lab_1	94.5	450	0	blow-pops
lab_1	58.5	450	0	black-black
lab_1	166.5	495	0	altoids
lab_1	130.5	495	0	baby-ruth
lab_1	94.5	495	0	big-league-chew
lab_1	58.5	495	0	bit-o-honey
lab_1	166.5	522	0	almond-roca
lab_1	130.5	522	0	almond-joy
lab_1	94.5	522	0	airheads
lab_1	58.5	522	0	aero
